capture_sequence,exchange_ts,exchange_ts_ms,local_receive_ts,monotonic_ns,venue_symbol,symbol,side,level,price,size,best_bid,best_ask,spread_bps,bid_depth_notional,ask_depth_notional,liquidation_orders,order_count,source_record_id
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,22,63762.8,37.69,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:22
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,23,63762.7,118.92,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:23
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,24,63762.6,1.57,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:24
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,25,63762.1,0.52,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:25
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,26,63762,0.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:26
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,27,63761.9,72.3,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:27
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,28,63761.8,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:28
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,29,63761.7,1.57,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:29
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,30,63761.5,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:30
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,31,63761.2,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:31
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,32,63761,0.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:32
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,33,63760.9,1.57,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:33
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,34,63760.8,0.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:34
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,35,63760.6,33.26,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:35
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,36,63760.5,150,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:36
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,37,63760.4,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:37
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,38,63760.3,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:38
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,39,63760.1,4.04,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:39
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,40,63760,67.42,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:40
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,41,63759.9,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:41
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,42,63759.8,191.45,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:42
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,43,63759.7,407.86,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:43
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,44,63759.4,7.09,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:44
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,45,63759.2,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:45
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,46,63758.9,16.05,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:46
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,47,63758.7,65.63,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:47
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,48,63758.6,8.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:48
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,49,63758.5,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:49
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,bid,50,63758,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:bid:50
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,1,63767.9,773.67,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,22,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:1
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,2,63768,0.03,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:2
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,3,63768.1,0.11,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:3
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,4,63768.8,0.16,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:4
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,5,63768.9,0.09,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:5
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,6,63769.5,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:6
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,7,63769.7,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:7
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,8,63769.9,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:8
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,9,63770,0.04,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:9
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,10,63770.1,3.83,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,4,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:10
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,11,63770.2,32.07,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:11
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,12,63770.3,1.49,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:12
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,13,63770.6,0.03,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:13
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,14,63770.7,20,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:14
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,15,63770.8,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:15
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,16,63770.9,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:16
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,17,63771.1,10.87,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:17
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,18,63771.2,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:18
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,19,63771.4,0.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:19
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,20,63771.5,0.31,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:20
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,21,63771.7,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:21
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,22,63771.8,0.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:22
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,23,63772,0.05,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:23
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,24,63772.1,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:24
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,25,63772.5,0.4,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:25
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,26,63772.6,64.58,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:26
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,27,63772.7,0.03,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:27
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,28,63772.9,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:28
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,29,63773.1,80.28,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:29
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,30,63773.2,63.1,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,7,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:30
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,31,63773.5,0.4,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:31
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,32,63773.6,0.27,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:32
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,33,63773.8,0.31,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:33
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,34,63774,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:34
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,35,63774.2,1.58,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:35
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,36,63774.4,0.01,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:36
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,37,63774.5,12.02,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,3,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:37
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,38,63774.7,1.57,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,1,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:38
1,2026-06-20T17:36:39.756000Z,1781976999756,2026-06-20T17:36:39Z,1604555667242045,BTC-USDT-SWAP,BTCUSDT,ask,39,63774.8,0.03,63767.8,63767.9,0.015681883582172644,111720239.19399999,81735602.972,0,2,okx-aligned-book:BTC-USDT-SWAP:1:1781976999756:ask:39
